Title,Published_date,Views,Likes,Comments
19 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-19T00:30:13Z,19432,984,42
India Invited to Sydney Dialogue यह महत्वपूर्ण क्यों है ? | What is Sydney Dialogue?,2021-11-18T13:30:45Z,472155,35518,1140
18 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-18T00:30:02Z,25675,1194,53
India Defeats China in Maldives #shorts,2021-11-17T17:49:35Z,1544885,95162,1040
Russia USA Proxy WAR Starts Biden Bans Nicaraguan President,2021-11-17T15:45:50Z,427000,30116,1266
USA Looking to Boycott China Olympics after Biden Xinping Summit Fails,2021-11-17T06:59:12Z,503172,35134,1934
17 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-17T00:30:07Z,21328,1111,45
Russia Destroys Satellite in Space | USA warns of a response,2021-11-16T16:31:27Z,550423,37443,2149
Purvanchal Expressway is Ready युद्ध के समय Air Force प्लेन उतारने के लिए एक्सप्रेसवे,2021-11-16T14:00:59Z,478776,38795,2319
How did Ravan's Aircraft Fly? Sri Lanka invites India to research #shorts,2021-11-16T06:47:41Z,645960,56108,1848
16 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-16T00:30:01Z,23969,1157,58
New Frontier of War is Civil Society says Ajit Doval | Is India ready for 4th Generation Warfare?,2021-11-15T17:17:51Z,780222,65150,6378
"Massive Fall in Pakistani Rupee, Turkish Lira and Iran’s Rial | FATF Impact",2021-11-15T13:29:27Z,628248,43736,3349
India Never Forgets The Pakistani Army Officer who Helped India in 1971 War,2021-11-15T05:30:59Z,721514,50422,2209
15 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-15T00:30:02Z,23931,1175,89
Insane Russian Design | World's First Helicopter Ejection Seat #shorts,2021-11-14T15:33:00Z,1681405,82760,949
S-400 Has Arrived in India पाकिस्तान सीमा के पास तैनात,2021-11-14T14:50:22Z,873554,60489,3834
Special treatment - Turkey India Controversy at the Glasgow Summit,2021-11-14T08:34:40Z,780702,62169,8133
14 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-14T00:30:06Z,22240,1175,55
Manipur attack by People’s Liberation Army,2021-11-13T15:46:10Z,682839,55245,4235
DRDO Releases Video of Rustom 2 Drone flying with Indian Satellite Help #shorts,2021-11-13T08:29:39Z,950690,77957,539
Trump shocks Biden by sending his own Ambassador to Kosovo,2021-11-13T07:18:42Z,456566,34583,2962
Pakistan to allow Indian trucks to reach Afghanistan,2021-11-13T04:59:40Z,555751,41531,2143
13 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-13T00:30:08Z,17388,1055,73
India declares China as its Biggest Security Threat #shorts,2021-11-12T17:44:57Z,380648,36437,1285
China Enters Pakistan Occupied Kashmir |  POK में चीनी सैनिकों ने शुरू किया सर्वे,2021-11-12T15:51:43Z,542586,38216,2529
How will we fight China without missiles ? Government Tells Supreme Court,2021-11-12T12:58:37Z,663589,52979,14529
Pakistan खरीद रहा है Taliban से American Weapons #shorts,2021-11-12T08:56:38Z,537842,46313,834
USA warns Europe of Russian Attack on Ukraine,2021-11-12T07:59:13Z,415477,30078,1477
12 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-12T00:30:17Z,19793,1113,52
Goddess Annapurna Idol Back in India 100 साल पहले चोरी कर के कनाडा ले जाई गई थी मूर्ति,2021-11-11T17:54:10Z,365844,34287,2296
Boycott India Fails as Taliban Supports Delhi Declaration on Afghanistan,2021-11-11T14:41:05Z,698800,54770,2011
Win Amazon Gift Vouchers Every Day on World Affairs,2021-11-11T12:37:48Z,167883,14966,503
India and Israel sign Game Changing Dual Use Technology Agreement,2021-11-11T09:42:02Z,460023,37444,3337
11 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-11T00:30:05Z,19894,1105,54
Dalai Lama to Visit Taiwan? #shorts,2021-11-10T17:30:10Z,594336,59999,505
Pakistan’s Surrender in front of Terrorists | 2014 Peshawar School Massacre Forgiven?,2021-11-10T16:54:02Z,483420,37088,2438
Poland Border Crisis | Hybrid Attack on Europe by Belarus and Russia,2021-11-10T14:16:21Z,510435,35792,3194
China Demands 8 Million Dollars from Sri Lanka after Sri Lanka rejects Chinese Fertilizer,2021-11-10T11:03:41Z,527828,36404,1798
10 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-10T00:30:06Z,20805,1139,105
96 Countries Accept Indian Covid Vaccine Certificate | Major Diplomatic Victory,2021-11-09T17:53:33Z,425950,36211,1199
China delivers Largest and most Advanced Warship to Pakistan | Is it a threat to India?,2021-11-09T16:01:39Z,598052,40375,3624
Pakistan orders to showcase its map on National Television Everyday #shorts,2021-11-09T12:08:19Z,558345,35190,2967
9 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-09T00:30:08Z,24138,1219,79
Chinese State Media asks India to Stop Boycott China and join RCEP,2021-11-08T17:37:41Z,915755,74304,7340
India Protests Fisherman's Killing by Pakistan Navy #shorts,2021-11-08T15:26:54Z,865113,76265,2110
Srinagar Becomes Only Indian city to be included in UNESCO Creative Cities Network List,2021-11-08T14:34:53Z,616701,44853,1944
Non-Muslims Allowed to Marry in UAE | Move to attract 50 Billion Dollar Indian wedding industry,2021-11-08T09:57:36Z,623763,39500,2436
8 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-08T00:30:09Z,23805,1245,64
Pakistan Navy Kills Indian Fisherman | Indian Government says it will raise Issue,2021-11-07T17:11:35Z,558254,46716,6814
Taliban Flag Controversy at ICC event #shorts,2021-11-07T15:00:42Z,470258,29740,439
Why is India Losing Information War Against China?,2021-11-07T13:07:01Z,464243,36810,2873
7 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-07T00:30:04Z,28502,1343,68
India Tells Canada Sikhs for Justice is a Terrorist Entity,2021-11-06T18:17:37Z,535771,40845,2988
₹ 1.25 Lakh Crore Diwali Sale breaks 10 year Record | India Rejected Chinese Goods,2021-11-06T13:17:14Z,681010,57976,3794
Russia and Iran Support India's Afghanistan Meeting after Pakistan Pulls Out #shorts,2021-11-06T06:36:51Z,1200967,98821,917
China has built a village in Arunachal Pradesh - USA Pentagon Report,2021-11-06T06:06:03Z,435438,32016,3000
6 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-06T00:30:05Z,22988,1191,74
Mukesh Ambani is Not Moving out of India | Reliance rejects reports of Ambani Family Shift to London,2021-11-05T18:00:22Z,389871,32196,1843
China Blames India for Massive Cyber Attacks on Pakistan and China,2021-11-05T15:40:50Z,566597,42466,3544
India’s Gift to The World ISRO’s Solar Calculator App | One Sun One World One Grid,2021-11-05T13:43:26Z,603161,44272,1850
What USA Thinks about India China Conflict | Pentagon Report on China's Nuclear Weapons,2021-11-05T08:41:25Z,1042185,52522,2364
आदि शंकराचार्य statue restored at Kedarnath #shorts,2021-11-05T08:04:02Z,663193,65023,1193
5 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-05T00:30:04Z,23476,1257,67
Russia Blames USA for Trying to Build Military Bases in India,2021-11-04T15:59:21Z,595183,39741,3447
देश के जवानों के साथ मनाई PM Modi ने दिवाली #shorts,2021-11-04T13:47:59Z,295340,35900,1055
USA to Declare Diwali as National Holiday ?,2021-11-04T06:13:00Z,815050,62713,4306
4 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-04T00:30:01Z,21059,1080,58
Why Russia Sold Alaska to USA ? Russia's Biggest Blunder Explained | World History | World Geography,2021-11-03T17:23:05Z,808298,49683,1674
WHO Finally Approves India Made COVAXIN | भारत की कोरोना वैक्सीन Covaxin को मिली बड़ी सफलता,2021-11-03T13:42:35Z,377662,36076,1745
Pakistan Blocks Kashmir to UAE Flights | Airspace से उड़ान पर लगाई रोक,2021-11-03T11:45:04Z,546455,37819,3006
PM Modi Restarted India Israel Relations says Israeli Prime Minister | Most Popular Man in Israel,2021-11-03T06:21:10Z,602801,49164,3313
3 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-03T00:30:02Z,21920,1228,56
Panic in China as people are asked to quickly store food in case of shortage,2021-11-02T15:35:06Z,729178,47538,6923
Pakistan Rejects India’s Invitation for NSA Talks on Afghanistan Issue,2021-11-02T12:42:37Z,551068,38717,3904
NET ZERO BY 2070 - India’s Promise to the World | इसका क्या मतलब है ?,2021-11-02T04:26:23Z,499276,36267,2267
2 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-02T00:30:11Z,20833,1155,72
PM Modi hugs Israel's Prime Minister Naftali Bennett for the first time #shorts,2021-11-01T14:40:39Z,967596,83448,1346
Make India a NSG Member Country Demands PM Modi at G 20 Summit 2021,2021-11-01T13:15:37Z,619036,46034,1784
Great News for India as Australia Approves Covaxin | Freedom of travel for Indians,2021-11-01T10:10:21Z,316185,27262,1182
1 November 2021 | Daily Current Affairs MCQs by Aman Sir,2021-11-01T00:30:00Z,24814,1295,97
Pakistan की बर्बादी पहला टारगेट - आईएसआईस-के ने पाकिस्तान को दी चेतावनी | Current Affairs,2021-10-31T17:10:26Z,771196,49719,3686
PM मोदी ने Italy के Famous Fountain में सिक्का क्यों फेंका? #shorts #youtubeshorts,2021-10-31T12:17:30Z,688012,51516,3129
China to suffer ₹ 50 Thousand Crore Loss because of India’s Aatmanirbhar Diwali | Current Affairs,2021-10-31T10:41:06Z,726742,60713,6779
31 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-31T00:30:05Z,21394,1164,65
Why PM Modi’s Meeting with the Pope is Important? Connection with Taiwan! Current Affairs,2021-10-30T14:58:26Z,571956,41287,1983
Joe Biden’s Nuclear Blunder Can Change the World Forever | No First Use Policy | Current Affairs,2021-10-30T07:26:34Z,560353,38413,4213
China Making Billions by Uighur Organ Harvesting | Current Affairs,2021-10-30T04:33:12Z,465471,37893,4870
30 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-30T00:30:10Z,16073,1023,73
Dinosaur's message to the United Nations #shorts,2021-10-29T17:26:55Z,581433,55167,934
PM Modi Welcomed with Sanskrit Chants in Rome Italy,2021-10-29T16:30:47Z,474854,45579,4541
Indian Navy launched Stealth Warship INS Tushil in Russia | Threat of USA Sanctions,2021-10-29T14:30:13Z,527255,37755,1686
World Media says China has a Military base in Tajikistan | Worry for India? | Current Affairs,2021-10-29T12:21:17Z,355873,25941,1137
Kim Jong un orders people to Eat less till 2025 #shorts,2021-10-29T08:27:06Z,809209,61761,770
इस अरबपति ने हर दिन Donate किए 27 Crore ₹ ! #shorts,2021-10-29T07:46:21Z,788479,71782,2247
29 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-29T00:30:02Z,20925,1076,59
India Beats All G7 Countries in Exports Growth | Current Affairs,2021-10-28T17:04:41Z,561769,45399,2685
UAE ISRO के साथ मिल कर Satellites Launch करना चाहता है ! #shorts,2021-10-28T14:40:56Z,582261,47633,848
Pakistan asks France for Investments | Will France Help Pakistan? Current Affairs,2021-10-28T08:56:00Z,536788,37482,3454
28 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-28T00:30:02Z,23300,1161,60
India Tests AGNI 5 Missile after rejecting China's warning | Current Affairs,2021-10-27T16:31:40Z,969615,68285,3971
Saudi Arabia Saves Pakistan from Economic Collapse with 4.2 Billion Dollar Package | Current Affairs,2021-10-27T12:45:06Z,572280,37534,3787
Japan asks for Help against Russia and China | Problems for India | Current Affairs,2021-10-27T09:59:06Z,539608,36821,2578
27 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-27T00:30:04Z,21179,1110,63
China ने मस्जिदों से गुंबद और मीनारें हटाई #shorts,2021-10-26T17:51:52Z,1468683,97283,6641
American Media Demands an India USA Alliance! क्या ऐसा हो सकता है ? | Current Affairs,2021-10-26T17:14:30Z,544654,43462,6299
India Lost 6 Lakh 50 Thousand Crore Rupees Last Year - WMO Report | Climate Change | Current Affairs,2021-10-26T13:46:27Z,447267,30449,1524
UAPA for Anti India Slogans After India Pakistan Cricket match | Current Affairs,2021-10-26T10:13:17Z,676254,69518,17759
26 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-26T00:30:03Z,23401,1281,60
Indonesia में फैल रहा हिंदू धर्म #shorts,2021-10-25T15:39:07Z,1011035,106191,3332
China’s New Land Border Law | Threat for India? India China conflict | Current Affairs,2021-10-25T14:18:48Z,453962,34691,3334
Largest Political Parties in the World | Current Affairs,2021-10-25T08:01:08Z,446750,33080,2141
25 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-25T00:30:06Z,24585,1249,90
What is Take a Knee? Why Sportsmen do it? India Pakistan Cricket match,2021-10-24T17:07:32Z,796398,56867,7119
International Isolation for Turkey? Erdogan To Throw out Diplomats of 10 countries | Current Affairs,2021-10-24T12:12:19Z,587022,39192,2879
24 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-24T00:30:05Z,20077,1146,53
Massive Protests against France start again in Pakistan #shorts,2021-10-23T17:27:18Z,481727,32460,1772
BATTLE OF HAIFA | Indian Lancers Defeated Ottoman Empire Soldiers,2021-10-23T15:35:25Z,1088356,74859,8255
Turkey Protests against FATF Grey Listing | Current Affairs,2021-10-23T06:59:47Z,438534,31265,2681
Embarrassment for USA as Hypersonic Missile Test Badly Fails | Current Affairs,2021-10-23T04:32:29Z,507235,33508,2206
23 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-23T00:30:04Z,19258,1024,84
UAE and India sign Pact on Kashmir | Is Israel Next? | Current Affairs,2021-10-22T16:58:16Z,621256,48048,2890
Sikhs in Afghanistan told to leave their country | Can India help? Current Affairs,2021-10-22T14:08:25Z,446123,33515,6370
US puts India and Pakistan in Countries of Concern List | Current Affairs,2021-10-22T12:16:13Z,528529,34699,2904
If China Attacks Taiwan USA will Come to its Defence says Joe Biden #shorts,2021-10-22T08:15:38Z,435687,38545,942
Pakistan Promises to give 5 Billion Rupees to Afghanistan #shorts,2021-10-22T07:00:21Z,785441,52599,2167
22 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-22T00:30:14Z,21574,1191,49
Turkey is now in FATF Grey List with Pakistan | Current Affairs,2021-10-21T17:34:54Z,628177,51316,5507
USA and Israel Congratulate India on One Billion Covid Vaccine Doses | Current Affairs,2021-10-21T13:57:15Z,463913,42620,3132
Will Pakistan Economy Crash? Major Economic Crisis in Pakistan | 51.6 अरब डॉलर की जरूरत,2021-10-21T11:27:18Z,711739,45174,5519
21 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-21T00:30:08Z,25935,1257,61
Turkey going to FATF Grey list with Pakistan? Current Affairs,2021-10-20T18:11:14Z,453618,34310,3030
We Love India says Israeli PM Naftali Bennett #shorts,2021-10-20T15:41:16Z,1003703,90049,1817
Video of Japan's Volcano Mount Aso Erupting #shorts #youtubeshorts,2021-10-20T14:20:25Z,868388,68718,449
China Deploys 100 Rocket Launchers Near India Border | India China Conflict,2021-10-20T13:06:18Z,540360,37826,2851
20 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-20T00:30:16Z,25006,1303,77
Indian Army Wins Gold Medal in The UK | Cambrian Patrol 2021 | Current Affairs,2021-10-19T17:46:38Z,492284,39958,2795
Pakistan Claims it Blocked an Indian Submarine | Current Affairs,2021-10-19T14:21:32Z,581093,42157,3317
USA Tells Bangladesh to Protect Hindu Community | Current Affairs,2021-10-19T10:49:02Z,534225,47052,6245
19 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-19T00:30:01Z,25450,1388,90
Electric Trishul To be used by India against China? #shorts,2021-10-18T16:31:44Z,2036067,137543,2022
Communist party of China takes a Strange Decision | Current Affairs,2021-10-18T13:33:17Z,526543,38131,6321
India Building a 2nd Quad with Israel USA and UAE | India Israel Friendship | Current Affairs,2021-10-18T09:56:51Z,595686,45366,2488
18 October 2021 | Daily Current Affairs MCQs by Aman Sir,2021-10-18T00:30:07Z,27402,1385,81
China’s Nuclear Capable Hypersonic Missile Misses Target | Current Affairs,2021-10-17T18:00:51Z,541558,38082,3102
ISKCON under attack in Bangladesh | Ask PM Modi and United Nations for Help #shorts,2021-10-17T14:17:19Z,738000,62680,3548
Sri Lanka asks India for $500 Million Loan | Sri Lanka Economic Emergency | Current Affairs,2021-10-17T13:12:02Z,546524,36706,5692
